KGCode,Katastralgemeinde,EZ,PLZ,Straße,ON,Gst,GstFl,ErwArt,Widmung,Bauklasse,Gebäudehöhe,Bauweise,Zusatz,Schutzzone,Wohnzone,öZ,Bausperre,seitbis,zuordnung,Geschoße,parz,Erwerbsdatum,Anteile,Zähler,Nenner,BJ,TZ,Kaufpreis,mGfl,Baureifgest,percentWidmung,Baurecht,Bis,aufEZ,Stammeinlage,sonstwid,sonstwidprz,address,one_more_time,lon,lat,price_m2,price_log,train,cluster
01301,Altmannsdorf,101,1120,sagedergasse,32,113/20,514,Kaufvertrag,BG,II,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,22.04.2004,NA,1,1,NA,1204/04,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sagedergasse, 32, vienna, austria",FALSE,16.3170356,48.16180929999999,544.7470817120623,9.089442752413175,1,3
01651,Aspern,4080,1220,am muehlwasser,5,1102/197,411,Kaufvertrag,GS,NA,NA,NA,130m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,04.06.2008,NA,1,1,NA,3409/08,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"am muehlwasser, 5, vienna, austria",TRUE,16.457635,48.2149963,681.2652068126521,9.412072717925371,1,4
01652,Breitenlee,1264,1220,eidechsengasse,37,480/129,406,Kaufvertrag,W,I,6,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,26.03.2008,NA,1,1,NA,3398/08,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"eidechsengasse, 37, vienna, austria",FALSE,16.5034925,48.2393419,689.6551724137931,9.429731384421878,1,4
01209,Ober St.Veit,1304,1130,erzbischofgasse,63,520/41,568,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,05.08.2003,NA,1,1,1970,2609/03,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"erzbischofgasse, 63, vienna, austria",FALSE,16.2589537,48.1932821,492.9577464788732,8.945320182102371,1,1
01807,Rodaun,403,1230,manowardagasse,12,124/3,829,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,19.02.2003,NA,1,1,1930,643/03,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"manowardagasse, 12, vienna, austria",FALSE,16.261393,48.1353307,337.75633293124247,8.399839010111304,1,1
01803,Inzersdorf,2083,1230,hungereckstrasse,57,1612/29,586,Kaufvertrag,W,I,6.5,ogk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,29.10.2003,NA,1,1,NA,2720/2003,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hungereckstrasse, 57, vienna, austria",FALSE,16.3311084,48.1411617,477.81569965870307,8.900310447184806,1,3
01201,Auhof,1232,1130,grobeckergasse,3,2551,445,Kaufvertrag,W,I,6.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,09.07.2003,NA,1,1,1980,1911/2003,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"grobeckergasse, 3, vienna, austria",TRUE,16.2749134,48.1611365,629.2134831460675,9.297405775753294,1,1
01654,Eßling,4639,1220,dumreichergasse,151,320/14,537,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,13.12.2007,NA,1,1,NA,4689/08,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"dumreichergasse, 151, vienna, austria",TRUE,16.5216534,48.20743900000001,521.415270018622,9.026289023621642,1,4
01209,Ober St.Veit,3479,1130,adolfstorgasse,55,619/29,1090,Kaufvertrag,GS,NA,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,16.01.2007,NA,1,1,1950,1252/2007,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"adolfstorgasse, 55, vienna, austria",FALSE,16.254641,48.1870605,256.8807339449541,8.004954881942764,1,1
01803,Inzersdorf,2342,1230,futterknechtgasse,32,515/35,572,Kaufvertrag,W,I,7.5,ogk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,20.04.2004,NA,1,1,1995,1168/2004,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"futterknechtgasse, 32, vienna, austria",FALSE,16.3293672,48.14938360000001,489.5104895104895,8.935195964828663,1,3
01803,Inzersdorf,2930,1230,paminagasse,93,515/326,505,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,24.03.2005,NA,1,1,1950,1141/2005,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"paminagasse, 93, vienna, austria",FALSE,16.3258487,48.14473659999999,554.4554455445544,9.114927723967897,1,3
01654,Eßling,4535,1220,viktor-wittner-gasse,66,311/31,719,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.01.2010,NA,1,1,NA,908/10,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"viktor-wittner-gasse, 66, vienna, austria",FALSE,16.5202551,48.2111568,389.4297635605007,8.605219341167755,1,4
01617,Strebersdorf,2101,1210,boernsteingasse,22,509/1,365,Kaufvertrag,W,I,6,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,01.12.2009,NA,1,1,NA,4691/2009,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"boernsteingasse, 22, vienna, austria",FALSE,16.3839174,48.2804432,767.1232876712329,9.583314647839673,0,NA
01806,Mauer,3338,1230,deissenhofergasse,30,1152/47,400,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,13.08.2009,NA,1,1,1950,2929/2009,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"deissenhofergasse, 30, vienna, austria",FALSE,16.283582,48.1574395,700,9.451211111832329,0,NA
01803,Inzersdorf,2245,1230,hubermanngasse,7,1613/3,667,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,14.01.2010,NA,1,1,1960,588/2010,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hubermanngasse, 7, vienna, austria",FALSE,16.3299694,48.1404155,419.79010494752623,8.71352435042247,1,3
01401,Dornbach,1810,1170,julius-berger-gasse,12,662/52,427,Kaufvertrag,W,I,6,o gk,BB,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,06.05.2010,NA,1,1,NA,2787/2010,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"julius-berger-gasse, 12, vienna, austria",TRUE,16.2861477,48.2350578,655.7377049180328,9.356975041986564,0,NA
01658,Hirschstetten,756,1220,arnikaweg,112,420/71,653,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,05.04.2011,NA,1,1,NA,2218/11,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"arnikaweg, 112, vienna, austria",FALSE,16.4782943,48.2492836,428.79019908116385,8.744128120060623,1,4
01654,Eßling,2358,1220,auernheimergasse,32,336/5,514,Kaufvertrag,W,I,4.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.04.2011,NA,1,1,NA,2718/11,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"auernheimergasse, 32, vienna, austria",FALSE,16.5201321,48.2030521,544.7470817120623,9.089442752413175,1,4
01654,Eßling,996,1220,gundackergasse,22,404/68,468,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,21.02.2011,NA,1,1,NA,4565/11,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gundackergasse, 22, vienna, austria",TRUE,16.5154536,48.21632080000001,598.2905982905983,9.22470258202365,1,4
01807,Rodaun,179,1230,kaltenleutgebner strasse,129,.299,445,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,06.07.2011,NA,1,1,1920,2931/2011,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kaltenleutgebner strasse, 129, vienna, austria",FALSE,16.2350344,48.1297852,629.2134831460675,9.297405775753294,1,1
01801,Atzgersdorf,150,1230,breitenfurter strasse,280,613/1,259,Kaufvertrag,W,I,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,14.04.2011,NA,1,1,1950,1193/2011,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"breitenfurter strasse, 280, vienna, austria",FALSE,16.2926289,48.1435822,1081.081081081081,10.0782590139205,1,1
01613,Leopoldau,1354,1210,fallmerayerweg,70,2115/6,575,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,14.04.2011,NA,1,1,NA,1801/2011,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"fallmerayerweg, 70, vienna, austria",TRUE,16.4486335,48.2869271,486.95652173913044,8.927649155775317,1,5
01654,Eßling,2665,1220,ultzmanngasse,78,318/36,845,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,30.11.2012,NA,1,1,NA,23439/12,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ultzmanngasse, 78, vienna, austria",TRUE,16.5241139,48.20591719999999,331.3609467455621,8.372259770437507,1,4
01658,Hirschstetten,1222,1220,halblehenweg,46,395/46,1578,Kaufvertrag,W,I,6.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,N,06.11.2012,NA,1,1,NA,15/13,280000,NA,FALSCH,100,WAHR,31.12.2043,1217,FALSCH,NA,NA,"halblehenweg, 46, vienna, austria",FALSE,16.4855235,48.2523444,177.43979721166033,7.471185811593595,1,4
01652,Breitenlee,728,1220,schneebeerengasse,2,569/5,509,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,20.12.2012,NA,1,1,NA,1286/13,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schneebeerengasse, 2, vienna, austria",FALSE,16.4861445,48.23802569999999,550.0982318271119,9.103545455531359,1,4
01803,Inzersdorf,3355,1230,breuninggasse,9,1620/10,521,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,17.07.2013,NA,1,1,NA,2284/13,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"breuninggasse, 9, vienna, austria",FALSE,16.327467,48.13796019999999,537.4280230326295,9.069927739328545,1,3
01808,Siebenhirten,648,1230,leo-mathauser-gasse,8,81/32,462,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,26.11.2012,NA,1,1,NA,165/13,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"leo-mathauser-gasse, 8, vienna, austria",FALSE,16.3215277,48.1352638,606.060606060606,9.243318260190996,1,3
01401,Dornbach,2988,1170,alszeile,74,934/27,189,Kaufvertrag,GS,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,27.08.2013,NA,1,1,2012,4911/2013,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"alszeile, 74, vienna, austria",TRUE,16.3045118,48.2291642,1481.4814814814815,10.53282487738598,0,NA
01654,Eßling,1107,1220,schafflerhofstrasse,147,396/670,487,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,22.04.2014,NA,1,1,NA,2079/14,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schafflerhofstrasse, 147, vienna, austria",FALSE,16.5347338,48.2245582,574.9486652977413,9.16728933952471,1,4
01806,Mauer,3173,1230,bertegasse,5,1153/53,507,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,23.06.2014,NA,1,1,NA,2306/14,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bertegasse, 5, vienna, austria",TRUE,16.3601586,48.2176438,552.2682445759369,9.109225364603713,1,3
01606,Groß Jedlersdorf I,1630,1210,gerasdorfer strasse,130,489/3,450,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,12.08.2014,NA,1,1,NA,3439/14,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gerasdorfer strasse, 130, vienna, austria",TRUE,16.4254134,48.2851617,622.2222222222222,9.281286110390017,1,5
01654,Eßling,606,1220,podlahagasse,73,369/153,642,Kaufvertrag,W,I,6,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,28.10.2014,NA,1,1,NA,1324/15,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"podlahagasse, 73, vienna, austria",TRUE,16.5349909,48.2172664,436.13707165109037,8.76863781448475,1,4
01654,Eßling,3755,1220,bambergergasse,32,288/74,508,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,29.04.2015,NA,1,1,1970,2537/15,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bambergergasse, 32, vienna, austria",TRUE,16.5160578,48.212076,551.1811023622047,9.106382614834887,1,4
01806,Mauer,3271,1230,karl-schwed-gasse,3,1198/4,400,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,08.05.2015,NA,1,1,NA,1695/15,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"karl-schwed-gasse, 3, vienna, austria",FALSE,16.2774339,48.1601765,700,9.451211111832329,0,NA
01104,Oberlaa Land,880,1100,uhligstrasse,4,833/19,502,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,26.06.2014,NA,1,1,1970,1423/2015,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"uhligstrasse, 4, vienna, austria",TRUE,16.3882232,48.1443966,557.7689243027888,9.123523747656282,0,NA
01805,Liesing,1171,1230,ehngasse,31,341/99,572,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,11.08.2015,NA,1,1,NA,2650/15,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ehngasse, 31, vienna, austria",FALSE,16.3650879,48.2223344,489.5104895104895,8.935195964828663,1,3
01801,Atzgersdorf,1383,1230,wiegelestrasse,7,906/74,457,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,27.07.2015,NA,1,1,NA,3089/15,280000,612.6915,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wiegelestrasse, 7, vienna, austria",FALSE,16.3045119,48.1584221,612.691466083151,9.259016946548984,1,3
01654,Eßling,2371,1220,kaudersstrasse,87,336/29,964,Kaufvertrag,W,I,4.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,11.12.2015,NA,1,1,NA,6417/15,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kaudersstrasse, 87, vienna, austria",FALSE,16.5200748,48.2017001,290.4564315352697,8.182177965377091,1,4
01660,Kagran,1753,1220,anisgasse,21,481/14,513,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,04.03.2016,NA,1,1,NA,2122/16,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anisgasse, 21, vienna, austria",FALSE,16.4710511,48.2583047,545.8089668615985,9.092252285999999,1,5
01802,Erlaa,715,1230,kugelmanngasse,15,260/7,607,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,09.03.2016,NA,1,1,NA,1786/16,280000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kugelmanngasse, 15, vienna, austria",FALSE,16.305663,48.1416446,461.28500823723226,8.849514595351371,1,1
01651,Aspern,712,1220,wulzendorfstrasse,42,1091/105,937,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,29.04.2004,NA,1,1,NA,29/05,279846,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wulzendorfstrasse, 42, vienna, austria",FALSE,16.4659913,48.2160768,298.6616862326574,8.22236836338771,1,4
01806,Mauer,3297,1230,anton-krieger-gasse,54,1567/8,592,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.09.1987,1/1,1,1,0,2731/87,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anton-krieger-gasse, 54, vienna, austria",FALSE,16.2741914,48.1422451,472.61891891891895,8.88453357127481,1,1
01806,Mauer,3455,1230,haymogasse,76,378/12,584,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,29.06.1989,1/1,1,1,0,1902/90,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"haymogasse, 76, vienna, austria",TRUE,16.2669425,48.1459126,479.0931506849316,8.904162378023742,1,1
01660,Kagran,1648,1220,florian-berndl-gasse,31,1067/194,403,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,29.01.1991,1/1,1,1,0,6394/92,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"florian-berndl-gasse, 31, vienna, austria",TRUE,16.4330034,48.2352593,694.2689826302731,9.439350908375792,1,4
01201,Auhof,64,1140,hans-muhr-promenade,16,556,1082,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,27.02.1996,1/1,1,1,0,2170/96,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hans-muhr-promenade, 16, vienna, austria",TRUE,16.2386102,48.2051311,258.5863216266174,8.014502153076945,1,1
01651,Aspern,1247,1220,benjowskigasse,50,394/2,800,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,15.10.1997,1/1,1,1,0,7521/97,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"benjowskigasse, 50, vienna, austria",FALSE,16.4883944,48.2146848,349.73800000000006,8.450130747129036,1,4
01660,Kagran,3126,1220,josef-baumann-gasse,36,1665,532,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,J,04.02.2000,NA,1,1,0,3064/00,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"josef-baumann-gasse, 36, vienna, austria",FALSE,16.4331737,48.25562559999999,525.9218045112782,9.03870450140257,1,5
01204,Hadersdorf,1036,1140,laskywiesengasse,38,852,724,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,05.10.2001,NA,1,1,0,6035/01,279790.4,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"laskywiesengasse, 38, vienna, austria",FALSE,16.2189136,48.2484034,386.4508287292818,8.594141049820553,0,NA
01203,Hacking,216,1130,seuttergasse,62,108/5,580,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,03.02.2000,NA,1,1,1965,620/00,279063.7,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"seuttergasse, 62, vienna, austria",FALSE,16.2543223,48.1968967,481.1443103448276,8.910325858392632,0,NA
01103,Kaiserebersdorf,1129,1110,rosa-jochmann-ring,30,1691/3,659,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,29.11.2004,NA,140,461,2002,NA,279000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rosa-jochmann-ring, 30, vienna, austria",FALSE,16.460223,48.1520017,128.57185178358057,7.006431017998851,1,3
01654,Eßling,841,1220,wiethestrasse,173,356/60,402,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,15.10.2010,NA,1,1,NA,5014/10,279000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wiethestrasse, 173, vienna, austria",TRUE,16.5353601,48.2062738,694.0298507462686,9.438853905312346,1,4
01651,Aspern,1559,1220,terzaghigasse,35,727/20,715,Kaufvertrag,W,I,6,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.09.2012,NA,1,1,NA,22236/12,279000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"terzaghigasse, 35, vienna, austria",FALSE,16.5057075,48.2062411,390.2097902097902,8.608106164825523,1,4
01804,Kalksburg,410,1230,brachtlgasse,24,433/6,513,Kaufvertrag,W,I,6.5,o,150 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,29.05.2015,NA,1,1,NA,2538/15,279000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"brachtlgasse, 24, vienna, austria",FALSE,16.2282946,48.1374586,543.859649122807,9.08709058088422,1,1
01651,Aspern,6236,1220,havannaweg,18,960/1,845,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,14.05.2010,NA,1,1,NA,3722/10,278850,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"havannaweg, 18, vienna, austria",TRUE,16.4721289,48.1974962,330,8.366322214245816,1,4
01609,Jedlesee,540,1210,peter-kaiser-gasse,10,652/19,487,Kaufvertrag,W,II,10.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,10.03.2006,NA,1,1,NA,1072/2007,278000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"peter-kaiser-gasse, 10, vienna, austria",TRUE,16.3870169,48.2668188,570.8418891170431,9.156947395303252,0,NA
01613,Leopoldau,2590,1210,achengasse,22,2101/41,517,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,14.05.2009,NA,1,1,NA,2369/2009,278000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"achengasse, 22, vienna, austria",FALSE,16.4468204,48.2846637,537.7176015473888,9.07070488707066,1,5
01652,Breitenlee,1399,1220,egon-haug-gasse,12,728/10,289,Kaufvertrag,Eklw,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,25.03.2014,NA,1,1,NA,1892/14,278000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"egon-haug-gasse, 12, vienna, austria",FALSE,16.4883346,48.2471479,961.9377162629758,9.909799674884916,1,4
01658,Hirschstetten,587,1220,arnikaweg,7,421/7,671,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,09.05.2016,NA,1,1,NA,3351/16,277000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"arnikaweg, 7, vienna, austria",FALSE,16.4710752,48.2429271,412.8166915052161,8.689357494511093,0,NA
01806,Mauer,270,1230,maurer lange gasse,4,240/1,479,Kaufvertrag,W,I,4.5,g,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,29.07.2009,NA,1,1,1950,3679/2009,276300,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"maurer lange gasse, 4, vienna, austria",FALSE,16.277248,48.1484549,576.8267223382046,9.171994190851036,1,1
01213,Speising,800,1130,weinrothergasse,13,72/6,463,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,02.05.1990,1/1,1,1,0,4816/90,276193.1,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"weinrothergasse, 13, vienna, austria",FALSE,16.2840658,48.1707461,596.5293736501079,9.220449369063175,1,1
01512,Unterdöbling,539,1190,scheibengasse,4,224/11,1234,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,02.10.1987,1/1,1,1,1950,105/88,276156.8,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"scheibengasse, 4, vienna, austria",FALSE,16.3538752,48.2454688,223.7899513776337,7.806001447612154,1,2
